case_id,campaign_group,fluid,topology,open_ratio,reynolds_number,tdp_per_chip_W,num_chips,total_heat_W,inlet_temp_C,inlet_velocity_m_s,flow_rate_LPM,is_out_of_sample,holdout_category,raw_data_location
DOE_Case_209,Topology_Sensitivity,FC-40,Oblique-Fin,1.0,500,700.0,2,1400.0,25.0,0.013981,5.22,False,HOLDOUT_TOPOLOGY_Oblique-Fin,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_209
DOE_Case_210,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.0,250,300.0,2,600.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_210
DOE_Case_211,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.25,250,300.0,2,600.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_211
DOE_Case_212,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.5,250,300.0,2,600.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_212
DOE_Case_213,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.75,250,300.0,2,600.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_213
DOE_Case_214,ThermalLoad_Sensitivity,FC-40,Plate-Fin,1.0,250,300.0,2,600.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_214
DOE_Case_215,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.0,250,500.0,2,1000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_215
DOE_Case_216,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.25,250,500.0,2,1000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_216
DOE_Case_217,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.5,250,500.0,2,1000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_217
DOE_Case_218,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.75,250,500.0,2,1000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_218
DOE_Case_219,ThermalLoad_Sensitivity,FC-40,Plate-Fin,1.0,250,500.0,2,1000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_219
DOE_Case_220,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.0,250,850.0,2,1700.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_220
DOE_Case_221,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.25,250,850.0,2,1700.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_221
DOE_Case_222,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.5,250,850.0,2,1700.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_222
DOE_Case_223,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.75,250,850.0,2,1700.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_223
DOE_Case_224,ThermalLoad_Sensitivity,FC-40,Plate-Fin,1.0,250,850.0,2,1700.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_224
DOE_Case_225,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.0,250,1000.0,2,2000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_225
DOE_Case_226,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.25,250,1000.0,2,2000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_226
DOE_Case_227,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.5,250,1000.0,2,2000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_227
DOE_Case_228,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.75,250,1000.0,2,2000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_228
DOE_Case_229,ThermalLoad_Sensitivity,FC-40,Plate-Fin,1.0,250,1000.0,2,2000.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_229
DOE_Case_230,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.0,250,1200.0,2,2400.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_230
DOE_Case_231,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.25,250,1200.0,2,2400.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_231
DOE_Case_232,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.5,250,1200.0,2,2400.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_232
DOE_Case_233,ThermalLoad_Sensitivity,FC-40,Plate-Fin,0.75,250,1200.0,2,2400.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_233
DOE_Case_234,ThermalLoad_Sensitivity,FC-40,Plate-Fin,1.0,250,1200.0,2,2400.0,25.0,0.006991,2.61,False,HOLDOUT_THERMAL_LOAD,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_234
DOE_Case_235,OutOfSample_Validation,FC-40,Plate-Fin,0.15,75,700.0,2,1400.0,25.0,0.002097,0.783,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_235
DOE_Case_236,OutOfSample_Validation,FC-40,Plate-Fin,0.35,175,700.0,2,1400.0,25.0,0.004893,1.827,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_236
DOE_Case_237,OutOfSample_Validation,FC-40,Plate-Fin,0.65,350,700.0,2,1400.0,25.0,0.009787,3.654,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_237
DOE_Case_238,OutOfSample_Validation,FC-40,Plate-Fin,0.85,600,700.0,2,1400.0,25.0,0.016777,6.264,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_238
DOE_Case_239,OutOfSample_Validation,PAO-4,Plate-Fin,0.25,125,700.0,2,1400.0,25.0,0.033089,12.355,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_239
DOE_Case_240,OutOfSample_Validation,PAO-4,Plate-Fin,0.75,400,700.0,2,1400.0,25.0,0.105884,39.535,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_240
DOE_Case_241,OutOfSample_Validation,EFL-1,Plate-Fin,0.15,150,700.0,2,1400.0,25.0,0.00326,1.217,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_241
DOE_Case_242,OutOfSample_Validation,EFL-1,Plate-Fin,0.65,500,700.0,2,1400.0,25.0,0.010866,4.057,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_242
DOE_Case_243,OutOfSample_Validation,FC-40,Micro-Pin-Fin,0.35,200,700.0,2,1400.0,25.0,0.005592,2.088,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_243
DOE_Case_244,OutOfSample_Validation,FC-40,Micro-Pin-Fin,0.75,350,700.0,2,1400.0,25.0,0.009787,3.654,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_244
DOE_Case_245,OutOfSample_Validation,FC-40,Oblique-Fin,0.25,200,700.0,2,1400.0,25.0,0.005592,2.088,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_245
DOE_Case_246,OutOfSample_Validation,FC-40,Oblique-Fin,0.85,450,700.0,2,1400.0,25.0,0.012583,4.698,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_246
DOE_Case_247,OutOfSample_Validation,FC-40,Plate-Fin,0.5,300,400.0,2,800.0,25.0,0.008389,3.132,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_247
DOE_Case_248,OutOfSample_Validation,FC-40,Plate-Fin,0.5,300,600.0,2,1200.0,25.0,0.008389,3.132,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_248
DOE_Case_249,OutOfSample_Validation,FC-40,Plate-Fin,0.5,300,800.0,2,1600.0,25.0,0.008389,3.132,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_249
DOE_Case_250,OutOfSample_Validation,FC-40,Plate-Fin,0.5,300,950.0,2,1900.0,25.0,0.008389,3.132,True,HOLDOUT_DEDICATED_COMBINATIONS,/mnt/e/ijhmt-cfp/Paper-5/parametric_campaign/cases/DOE_Case_250
